NIT;ID_CLIENTE_ONYX;NOMBRE_CLIENTE;ID_ATENCION_ONYX;ATENCION;PRIORIDAD_ATENCION;ESTADO_ATENCION;ORIGEN_ATENCION;DESCRIPCION;RESUMEN;RESOLUCION_1;RESOLUCION_2;RESOLUCION_3;RESOLUCION_4;USUARIO_INSERTADO;GRUPO_INSERTADO;USUARIO_ASIGNADO;GRUPO_ASIGNADO;USUARIO_SOLUCION;GRUPO_SOLUCION;USUARIO_CERRADO;GRUPO_CERRADO;ID_ENLACE;SERVICIO;PRODUCTO;FAMILIA;FECHA_CREACION;FECHA_INGRESO_ESTADO;DT_AJUSTADO;MAYOR_INCIDENT;GRUPO_OBJETIVO;SEGMENTO;CIUDAD;PALABRA_CLAVE;NIT_SIN_COD_Calc;SISTEMA_Calc;Consecutivo_Calc;Clasif_Por_Servicio_Calc;Clasif_Por_Cliente_Calc;SLA_Calc;Reclasificacion_atencion_Calc;Tiempo_Horas_SLA_Calc;Cumplimiento_Calc;Nueva_Prioridad_Calc;Meta_Individual_Calc;Meta_Presidencia_Calc;Meta_IFI_Calc;3G_Calc;TMX_Minutos_Calc;TMX_Calc;Reincidencia_Calc;Recurrencia_Calc;RESPONSABILIDAD;LLAVE_GENERAL_Calc;LLAVE_Reincidencia_Calc;Reclasificacion_Reinc_Calc;FCR;Cluster_Actual_Calc;Celula_Comercial_Calc;Clasif_Por_IVR_Calc;TIPO TICKET;DT_CONCILIADO;CONTACTO DESTINO;TICKET_CARRIER;ALIAS ENLACE;FECHA_SOLUCION;TIEMPO INCIDENTE;RANGO HORA;TICKET_MAXIMO;REGIONAL;DIRECTOR;PN;G_SEGMENTO;G_Clasif_Por_IVR_Calc;NODO;Agrupacion_Especiales;Interno / Externo;VENDOR;Numero_CUN;TIPOSERVICIO;SUBTIPO
860032909-7;13302970;ASOCIACION GREMIAL DE INSTITUCIONES FINANCIERAS CREDIBANCO;IM1638406;Incident;1 - Critical;Closed;3 - Evento;"CRT0018 + SW 	ZAC-CTG.EL_B?OSQUE-CP1 - + PUERTO gpon_onu-1/2/1:2 + CAÖDA  + CARTAGENA+ A9KBOSQUE + 	CRT0018 - CARTAGENA - RED ADMINISTRATIVA";;incident;failure;Conectividad Limitada;Hardware - Desconectado/Mal Conectado;ECF7044B;;ecf7044b;EYN - NOC Clientes Especiales;ECF7044B;EYN - NOC Clientes Especiales;Saul Gomez Vargas;EYN - NOC Clientes Especiales;crt0018;Empresas ? Extranet;;Diagnosed Successfully;2/07/2022;3/07/2022;2,374722222;;;ESTRATEGICA;Cartagena;crt0018;860032909;SM;40401;Empresas;CE;4;Incidente;2,374722222;Cumple;Prioridad 1;;;;NO;0;;NO;NO;Cliente;IM1638406crt0018;crt0018incidentfailureConectividad LimitadaHardware - Desconectado/Mal Conectado;Incidente;No Cumple;CLUSTER A;CELULA 05;CE - CREDIBANCO;;0,713611111;1069713349;;;;;;;R1. COSTA;Mario Cifuentes;1er nivel;Empresas;EMP NOC REMOTO;probsol;NO AVAL;Externo;;No Tiene;;MPLS EXTRANET DOCMESTIC
860032909-7;13302970;ASOCIACION GREMIAL DE INSTITUCIONES FINANCIERAS CREDIBANCO;IM1638074;Incident;1 - Critical;Closed;3 - Evento;"RRO0429  + SW ZAC-BOG.PERSEVERANCIA-CP1  + PUERTO gpon 1/1/10:7 + CAÖDA DE ENLACE + BOGOTA + A9KCENTRO2+ 	RRO0429 BOGOTA CINE COLOMBIA EMBAJADOR";;incident;failure;Conectividad Limitada;Hardware - Desconectado/Mal Conectado;ECF7044B;;ECF7044B;EYN - NOC Clientes Especiales;ECF7044B;EYN - NOC Clientes Especiales;Saul Gomez Vargas;EYN - NOC Clientes Especiales;rro0429;Empresas ? Intranet;;Diagnosed Successfully;2/07/2022;3/07/2022;0,185555556;;;ESTRATEGICA;Bogot ;rro0429_a9kcentro2_tengige0/0/0/4.1911;860032909;SM;40400;Empresas;CE;4;Incidente;0,185555556;Cumple;Prioridad 1;;;;NO;0;;NO;NO;Cliente;IM1638074rro0429;rro0429incidentfailureConectividad LimitadaHardware - Desconectado/Mal Conectado;Incidente;Cumple;CLUSTER A;CELULA 05;CE - CREDIBANCO;;3,111388889;1069713349;;;;;;;R4. CENTRO;Mario Cifuentes;1er nivel;Empresas;EMP NOC REMOTO;probsol;NO AVAL;Externo;;No Tiene;;Puertos MPLS
860032909-7;13302970;ASOCIACION GREMIAL DE INSTITUCIONES FINANCIERAS CREDIBANCO;IM1637355;Incident;1 - Critical;Closed;3 - Evento;RRO0172  + SW HAC-MED.SA?NDIEGO-CP1 + PUERTO  gpon-0/1/10:8  + CAÖDA TOTAL + MEDELLIN + A9KESPACIOSUR +  RRO0172 - MEDELLÖN EXTRANET VISIONAMOS;;incident;failure;Conectividad Limitada;M7k - ENERGIA BATERIAS BAJA AUTONOMIA;ECF7044B;;ECF7044B;EYN - NOC Clientes Especiales;ECF7044B;EYN - NOC Clientes Especiales;Saul Gomez Vargas;EYN - NOC Clientes Especiales;rro0281;Empresas ? Extranet;;Resolved Successfully;1/07/2022;2/07/2022;0,106388889;;;ESTRATEGICA;Medell¡n;rro0172_hac-med.sandiego-cp1_0/5/2:8;860032909;SM;40399;Empresas;CE;4;Incidente;0,106388889;Cumple;Prioridad 1;;;;NO;0;;NO;NO;Claro;IM1637355rro0281;rro0281incidentfailureConectividad LimitadaM7k - ENERGIA BATERIAS BAJA AUTONOMIA;Incidente;Cumple;CLUSTER A;CELULA 05;CE - CREDIBANCO;;0,416666667;1069713349;;;;;;;R2. NORTE;Mario Cifuentes;1er nivel;Empresas;EMP NOC REMOTO;probsol;NO AVAL;Externo;;No Tiene;;Puertos GPON
860032909-7;13302970;ASOCIACION GREMIAL DE INSTITUCIONES FINANCIERAS CREDIBANCO;IM1637355;Incident;1 - Critical;Closed;3 - Evento;RRO0172  + SW HAC-MED.SA?NDIEGO-CP1 + PUERTO  gpon-0/1/10:8  + CAÖDA TOTAL + MEDELLIN + A9KESPACIOSUR +  RRO0172 - MEDELLÖN EXTRANET VISIONAMOS;;incident;failure;Conectividad Limitada;M7k - ENERGIA BATERIAS BAJA AUTONOMIA;ECF7044B;;ECF7044B;EYN - NOC Clientes Especiales;ECF7044B;EYN - NOC Clientes Especiales;Saul Gomez Vargas;EYN - NOC Clientes Especiales;rro0459;Empresas ? Extranet;;Resolved Successfully;1/07/2022;2/07/2022;0,106388889;;;ESTRATEGICA;Medell¡n;rro0172_hac-med.sandiego-cp1_0/5/2:8;860032909;SM;40398;Empresas;CE;4;Incidente;0,106388889;Cumple;Prioridad 1;;;;NO;0;;NO;NO;Claro;IM1637355rro0459;rro0459incidentfailureConectividad LimitadaM7k - ENERGIA BATERIAS BAJA AUTONOMIA;Incidente;Cumple;CLUSTER A;CELULA 05;CE - CREDIBANCO;;0,416666667;1069713349;;;;;;;R2. NORTE;Mario Cifuentes;1er nivel;Empresas;EMP NOC REMOTO;probsol;NO AVAL;Externo;;No Tiene;;Puertos GPON
860032909-7;13302970;ASOCIACION GREMIAL DE INSTITUCIONES FINANCIERAS CREDIBANCO;IM1637355;Incident;1 - Critical;Closed;3 - Evento;RRO0172  + SW HAC-MED.SA?NDIEGO-CP1 + PUERTO  gpon-0/1/10:8  + CAÖDA TOTAL + MEDELLIN + A9KESPACIOSUR +  RRO0172 - MEDELLÖN EXTRANET VISIONAMOS;;incident;failure;Conectividad Limitada;M7k - ENERGIA BATERIAS BAJA AUTONOMIA;ECF7044B;;ECF7044B;EYN - NOC Clientes Especiales;ECF7044B;EYN - NOC Clientes Especiales;Saul Gomez Vargas;EYN - NOC Clientes Especiales;rro0442;Empresas ? Extranet;;Resolved Successfully;1/07/2022;2/07/2022;0,106388889;;;ESTRATEGICA;Medell¡n;rro0172_hac-med.sandiego-cp1_0/5/2:8;860032909;SM;40397;Empresas;CE;4;Incidente;0,106388889;Cumple;Prioridad 1;;;;NO;0;;NO;NO;Claro;IM1637355rro0442;rro0442incidentfailureConectividad LimitadaM7k - ENERGIA BATERIAS BAJA AUTONOMIA;Incidente;Cumple;CLUSTER A;CELULA 05;CE - CREDIBANCO;;0,416666667;1069713349;;;;;;;R2. NORTE;Mario Cifuentes;1er nivel;Empresas;EMP NOC REMOTO;probsol;NO AVAL;Externo;;No Tiene;;Puertos GPON
860032909-7;13302970;ASOCIACION GREMIAL DE INSTITUCIONES FINANCIERAS CREDIBANCO;IM1637355;Incident;1 - Critical;Closed;3 - Evento;RRO0172  + SW HAC-MED.SA?NDIEGO-CP1 + PUERTO  gpon-0/1/10:8  + CAÖDA TOTAL + MEDELLIN + A9KESPACIOSUR +  RRO0172 - MEDELLÖN EXTRANET VISIONAMOS;;incident;failure;Conectividad Limitada;M7k - ENERGIA BATERIAS BAJA AUTONOMIA;ECF7044B;;ECF7044B;EYN - NOC Clientes Especiales;ECF7044B;EYN - NOC Clientes Especiales;Saul Gomez Vargas;EYN - NOC Clientes Especiales;XZPC022;Empresas ? Extranet;;Resolved Successfully;1/07/2022;2/07/2022;0,106388889;;;ESTRATEGICA;Medell¡n;rro0172_hac-med.sandiego-cp1_0/5/2:8;860032909;SM;40396;Empresas;CE;4;Incidente;0,106388889;Cumple;Prioridad 1;;;;NO;0;;NO;NO;Claro;IM1637355XZPC022;XZPC022incidentfailureConectividad LimitadaM7k - ENERGIA BATERIAS BAJA AUTONOMIA;Incidente;Cumple;CLUSTER A;CELULA 05;CE - CREDIBANCO;;0,416666667;1069713349;;;;;;;R2. NORTE;Mario Cifuentes;1er nivel;Empresas;EMP NOC REMOTO;probsol;NO AVAL;Externo;;No Tiene;;Puertos GPON
860032909-7;13302970;ASOCIACION GREMIAL DE INSTITUCIONES FINANCIERAS CREDIBANCO;IM1637355;Incident;1 - Critical;Closed;3 - Evento;RRO0172  + SW HAC-MED.SA?NDIEGO-CP1 + PUERTO  gpon-0/1/10:8  + CAÖDA TOTAL + MEDELLIN + A9KESPACIOSUR +  RRO0172 - MEDELLÖN EXTRANET VISIONAMOS;;incident;failure;Conectividad Limitada;M7k - ENERGIA BATERIAS BAJA AUTONOMIA;ECF7044B;;ECF7044B;EYN - NOC Clientes Especiales;ECF7044B;EYN - NOC Clientes Especiales;Saul Gomez Vargas;EYN - NOC Clientes Especiales;XZPC008;Empresas ? Extranet;;Resolved Successfully;1/07/2022;2/07/2022;0,106388889;;;ESTRATEGICA;Medell¡n;rro0172_hac-med.sandiego-cp1_0/5/2:8;860032909;SM;40395;Empresas;CE;4;Incidente;0,106388889;Cumple;Prioridad 1;;;;NO;0;;NO;SI;Claro;IM1637355XZPC008;XZPC008incidentfailureConectividad LimitadaM7k - ENERGIA BATERIAS BAJA AUTONOMIA;Incidente;Cumple;CLUSTER A;CELULA 05;CE - CREDIBANCO;;0,416666667;1069713349;;;;;;;R2. NORTE;Mario Cifuentes;1er nivel;Empresas;EMP NOC REMOTO;probsol;NO AVAL;Externo;;No Tiene;;Puertos GPON
860032909-7;13302970;ASOCIACION GREMIAL DE INSTITUCIONES FINANCIERAS CREDIBANCO;IM1637355;Incident;1 - Critical;Closed;3 - Evento;RRO0172  + SW HAC-MED.SA?NDIEGO-CP1 + PUERTO  gpon-0/1/10:8  + CAÖDA TOTAL + MEDELLIN + A9KESPACIOSUR +  RRO0172 - MEDELLÖN EXTRANET VISIONAMOS;;incident;failure;Conectividad Limitada;M7k - ENERGIA BATERIAS BAJA AUTONOMIA;ECF7044B;;ECF7044B;EYN - NOC Clientes Especiales;ECF7044B;EYN - NOC Clientes Especiales;Saul Gomez Vargas;EYN - NOC Clientes Especiales;ACR0393;Empresas ? Extranet;;Resolved Successfully;1/07/2022;2/07/2022;0,106388889;;;ESTRATEGICA;Medell¡n;rro0172_hac-med.sandiego-cp1_0/5/2:8;860032909;SM;40394;Empresas;CE;4;Incidente;0,106388889;Cumple;Prioridad 1;;;;NO;0;;NO;NO;Claro;IM1637355ACR0393;ACR0393incidentfailureConectividad LimitadaM7k - ENERGIA BATERIAS BAJA AUTONOMIA;Incidente;Cumple;CLUSTER A;CELULA 05;CE - CREDIBANCO;;0,416666667;1069713349;;;;;;;R2. NORTE;Mario Cifuentes;1er nivel;Empresas;EMP NOC REMOTO;probsol;NO AVAL;Externo;;No Tiene;;Puertos GPON
860032909-7;13302970;ASOCIACION GREMIAL DE INSTITUCIONES FINANCIERAS CREDIBANCO;IM1637355;Incident;1 - Critical;Closed;3 - Evento;RRO0172  + SW HAC-MED.SA?NDIEGO-CP1 + PUERTO  gpon-0/1/10:8  + CAÖDA TOTAL + MEDELLIN + A9KESPACIOSUR +  RRO0172 - MEDELLÖN EXTRANET VISIONAMOS;;incident;failure;Conectividad Limitada;M7k - ENERGIA BATERIAS BAJA AUTONOMIA;ECF7044B;;ECF7044B;EYN - NOC Clientes Especiales;ECF7044B;EYN - NOC Clientes Especiales;Saul Gomez Vargas;EYN - NOC Clientes Especiales;RRO0474;Empresas ? Extranet;;Resolved Successfully;1/07/2022;2/07/2022;0,106388889;;;ESTRATEGICA;Medell¡n;rro0172_hac-med.sandiego-cp1_0/5/2:8;860032909;SM;40393;Empresas;CE;4;Incidente;0,106388889;Cumple;Prioridad 1;;;;NO;0;;NO;SI;Claro;IM1637355RRO0474;RRO0474incidentfailureConectividad LimitadaM7k - ENERGIA BATERIAS BAJA AUTONOMIA;Incidente;Cumple;CLUSTER A;CELULA 05;CE - CREDIBANCO;;0,416666667;1069713349;;;;;;;R2. NORTE;Mario Cifuentes;1er nivel;Empresas;EMP NOC REMOTO;probsol;NO AVAL;Externo;;No Tiene;;Puertos GPON
860032909-7;13302970;ASOCIACION GREMIAL DE INSTITUCIONES FINANCIERAS CREDIBANCO;IM1637355;Incident;1 - Critical;Closed;3 - Evento;RRO0172  + SW HAC-MED.SA?NDIEGO-CP1 + PUERTO  gpon-0/1/10:8  + CAÖDA TOTAL + MEDELLIN + A9KESPACIOSUR +  RRO0172 - MEDELLÖN EXTRANET VISIONAMOS;;incident;failure;Conectividad Limitada;M7k - ENERGIA BATERIAS BAJA AUTONOMIA;ECF7044B;;ECF7044B;EYN - NOC Clientes Especiales;ECF7044B;EYN - NOC Clientes Especiales;Saul Gomez Vargas;EYN - NOC Clientes Especiales;rro0434;Empresas ? Extranet;;Resolved Successfully;1/07/2022;2/07/2022;0,106388889;;;ESTRATEGICA;Medell¡n;rro0172_hac-med.sandiego-cp1_0/5/2:8;860032909;SM;40392;Empresas;CE;4;Incidente;0,106388889;Cumple;Prioridad 1;;;;NO;0;;SI;SI;Claro;IM1637355rro0434;rro0434incidentfailureConectividad LimitadaM7k - ENERGIA BATERIAS BAJA AUTONOMIA;Incidente;Cumple;CLUSTER A;CELULA 05;CE - CREDIBANCO;;0,416666667;1069713349;;;;;;;R2. NORTE;Mario Cifuentes;1er nivel;Empresas;EMP NOC REMOTO;probsol;NO AVAL;Externo;;No Tiene;;Puertos GPON
860032909-7;13302970;ASOCIACION GREMIAL DE INSTITUCIONES FINANCIERAS CREDIBANCO;IM1637355;Incident;1 - Critical;Closed;3 - Evento;RRO0172  + SW HAC-MED.SA?NDIEGO-CP1 + PUERTO  gpon-0/1/10:8  + CAÖDA TOTAL + MEDELLIN + A9KESPACIOSUR +  RRO0172 - MEDELLÖN EXTRANET VISIONAMOS;;incident;failure;Conectividad Limitada;M7k - ENERGIA BATERIAS BAJA AUTONOMIA;ECF7044B;;ECF7044B;EYN - NOC Clientes Especiales;ECF7044B;EYN - NOC Clientes Especiales;Saul Gomez Vargas;EYN - NOC Clientes Especiales;RRO0483;Empresas ? Extranet;;Resolved Successfully;1/07/2022;2/07/2022;0,106388889;;;ESTRATEGICA;Medell¡n;rro0172_hac-med.sandiego-cp1_0/5/2:8;860032909;SM;40391;Empresas;CE;4;Incidente;0,106388889;Cumple;Prioridad 1;;;;NO;0;;NO;NO;Claro;IM1637355RRO0483;RRO0483incidentfailureConectividad LimitadaM7k - ENERGIA BATERIAS BAJA AUTONOMIA;Incidente;Cumple;CLUSTER A;CELULA 05;CE - CREDIBANCO;;0,416666667;1069713349;;;;;;;R2. NORTE;Mario Cifuentes;1er nivel;Empresas;EMP NOC REMOTO;probsol;NO AVAL;Externo;;No Tiene;;Puertos GPON
860032909-7;13302970;ASOCIACION GREMIAL DE INSTITUCIONES FINANCIERAS CREDIBANCO;IM1637355;Incident;1 - Critical;Closed;3 - Evento;RRO0172  + SW HAC-MED.SA?NDIEGO-CP1 + PUERTO  gpon-0/1/10:8  + CAÖDA TOTAL + MEDELLIN + A9KESPACIOSUR +  RRO0172 - MEDELLÖN EXTRANET VISIONAMOS;;incident;failure;Conectividad Limitada;M7k - ENERGIA BATERIAS BAJA AUTONOMIA;ECF7044B;;ECF7044B;EYN - NOC Clientes Especiales;ECF7044B;EYN - NOC Clientes Especiales;Saul Gomez Vargas;EYN - NOC Clientes Especiales;acr0476;Empresas ? Extranet;;Resolved Successfully;1/07/2022;2/07/2022;0,106388889;;;ESTRATEGICA;Medell¡n;rro0172_hac-med.sandiego-cp1_0/5/2:8;860032909;SM;40390;Empresas;CE;4;Incidente;0,106388889;Cumple;Prioridad 1;;;;NO;0;;NO;NO;Claro;IM1637355acr0476;acr0476incidentfailureConectividad LimitadaM7k - ENERGIA BATERIAS BAJA AUTONOMIA;Incidente;Cumple;CLUSTER A;CELULA 05;CE - CREDIBANCO;;0,416666667;1069713349;;;;;;;R2. NORTE;Mario Cifuentes;1er nivel;Empresas;EMP NOC REMOTO;probsol;NO AVAL;Externo;;No Tiene;;Puertos GPON
860032909-7;13302970;ASOCIACION GREMIAL DE INSTITUCIONES FINANCIERAS CREDIBANCO;IM1637355;Incident;1 - Critical;Closed;3 - Evento;RRO0172  + SW HAC-MED.SA?NDIEGO-CP1 + PUERTO  gpon-0/1/10:8  + CAÖDA TOTAL + MEDELLIN + A9KESPACIOSUR +  RRO0172 - MEDELLÖN EXTRANET VISIONAMOS;;incident;failure;Conectividad Limitada;M7k - ENERGIA BATERIAS BAJA AUTONOMIA;ECF7044B;;ECF7044B;EYN - NOC Clientes Especiales;ECF7044B;EYN - NOC Clientes Especiales;Saul Gomez Vargas;EYN - NOC Clientes Especiales;RRO0473;Empresas ? Extranet;;Resolved Successfully;1/07/2022;2/07/2022;0,106388889;;;ESTRATEGICA;Medell¡n;rro0172_hac-med.sandiego-cp1_0/5/2:8;860032909;SM;40389;Empresas;CE;4;Incidente;0,106388889;Cumple;Prioridad 1;;;;NO;0;;NO;SI;Claro;IM1637355RRO0473;RRO0473incidentfailureConectividad LimitadaM7k - ENERGIA BATERIAS BAJA AUTONOMIA;Incidente;Cumple;CLUSTER A;CELULA 05;CE - CREDIBANCO;;0,416666667;1069713349;;;;;;;R2. NORTE;Mario Cifuentes;1er nivel;Empresas;EMP NOC REMOTO;probsol;NO AVAL;Externo;;No Tiene;;Puertos GPON
860032909-7;13302970;ASOCIACION GREMIAL DE INSTITUCIONES FINANCIERAS CREDIBANCO;IM1637355;Incident;1 - Critical;Closed;3 - Evento;RRO0172  + SW HAC-MED.SA?NDIEGO-CP1 + PUERTO  gpon-0/1/10:8  + CAÖDA TOTAL + MEDELLIN + A9KESPACIOSUR +  RRO0172 - MEDELLÖN EXTRANET VISIONAMOS;;incident;failure;Conectividad Limitada;M7k - ENERGIA BATERIAS BAJA AUTONOMIA;ECF7044B;;ECF7044B;EYN - NOC Clientes Especiales;ECF7044B;EYN - NOC Clientes Especiales;Saul Gomez Vargas;EYN - NOC Clientes Especiales;rro0236;Empresas ? Extranet;;Resolved Successfully;1/07/2022;2/07/2022;0,106388889;;;ESTRATEGICA;Medell¡n;rro0172_hac-med.sandiego-cp1_0/5/2:8;860032909;SM;40388;Empresas;CE;4;Incidente;0,106388889;Cumple;Prioridad 1;;;;NO;0;;NO;NO;Claro;IM1637355rro0236;rro0236incidentfailureConectividad LimitadaM7k - ENERGIA BATERIAS BAJA AUTONOMIA;Incidente;Cumple;CLUSTER A;CELULA 05;CE - CREDIBANCO;;0,416666667;1069713349;;;;;;;R2. NORTE;Mario Cifuentes;1er nivel;Empresas;EMP NOC REMOTO;probsol;NO AVAL;Externo;;No Tiene;;Puertos GPON
860032909-7;13302970;ASOCIACION GREMIAL DE INSTITUCIONES FINANCIERAS CREDIBANCO;IM1637355;Incident;1 - Critical;Closed;3 - Evento;RRO0172  + SW HAC-MED.SA?NDIEGO-CP1 + PUERTO  gpon-0/1/10:8  + CAÖDA TOTAL + MEDELLIN + A9KESPACIOSUR +  RRO0172 - MEDELLÖN EXTRANET VISIONAMOS;;incident;failure;Conectividad Limitada;M7k - ENERGIA BATERIAS BAJA AUTONOMIA;ECF7044B;;ECF7044B;EYN - NOC Clientes Especiales;ECF7044B;EYN - NOC Clientes Especiales;Saul Gomez Vargas;EYN - NOC Clientes Especiales;XZPC042;Empresas ? Extranet;;Resolved Successfully;1/07/2022;2/07/2022;0,106388889;;;ESTRATEGICA;Medell¡n;rro0172_hac-med.sandiego-cp1_0/5/2:8;860032909;SM;40387;Empresas;CE;4;Incidente;0,106388889;Cumple;Prioridad 1;;;;NO;0;;NO;NO;Claro;IM1637355XZPC042;XZPC042incidentfailureConectividad LimitadaM7k - ENERGIA BATERIAS BAJA AUTONOMIA;Incidente;Cumple;CLUSTER A;CELULA 05;CE - CREDIBANCO;;0,416666667;1069713349;;;;;;;R2. NORTE;Mario Cifuentes;1er nivel;Empresas;EMP NOC REMOTO;probsol;NO AVAL;Externo;;No Tiene;;Puertos GPON
860032909-7;13302970;ASOCIACION GREMIAL DE INSTITUCIONES FINANCIERAS CREDIBANCO;IM1637355;Incident;1 - Critical;Closed;3 - Evento;RRO0172  + SW HAC-MED.SA?NDIEGO-CP1 + PUERTO  gpon-0/1/10:8  + CAÖDA TOTAL + MEDELLIN + A9KESPACIOSUR +  RRO0172 - MEDELLÖN EXTRANET VISIONAMOS;;incident;failure;Conectividad Limitada;M7k - ENERGIA BATERIAS BAJA AUTONOMIA;ECF7044B;;ECF7044B;EYN - NOC Clientes Especiales;ECF7044B;EYN - NOC Clientes Especiales;Saul Gomez Vargas;EYN - NOC Clientes Especiales;xzpc019;Empresas ? Extranet;;Resolved Successfully;1/07/2022;2/07/2022;0,106388889;;;ESTRATEGICA;Medell¡n;rro0172_hac-med.sandiego-cp1_0/5/2:8;860032909;SM;40386;Empresas;CE;4;Incidente;0,106388889;Cumple;Prioridad 1;;;;NO;0;;NO;NO;Claro;IM1637355xzpc019;xzpc019incidentfailureConectividad LimitadaM7k - ENERGIA BATERIAS BAJA AUTONOMIA;Incidente;Cumple;CLUSTER A;CELULA 05;CE - CREDIBANCO;;0,416666667;1069713349;;;;;;;R2. NORTE;Mario Cifuentes;1er nivel;Empresas;EMP NOC REMOTO;probsol;NO AVAL;Externo;;No Tiene;;Puertos GPON
860032909-7;13302970;ASOCIACION GREMIAL DE INSTITUCIONES FINANCIERAS CREDIBANCO;IM1637355;Incident;1 - Critical;Closed;3 - Evento;RRO0172  + SW HAC-MED.SA?NDIEGO-CP1 + PUERTO  gpon-0/1/10:8  + CAÖDA TOTAL + MEDELLIN + A9KESPACIOSUR +  RRO0172 - MEDELLÖN EXTRANET VISIONAMOS;;incident;failure;Conectividad Limitada;M7k - ENERGIA BATERIAS BAJA AUTONOMIA;ECF7044B;;ECF7044B;EYN - NOC Clientes Especiales;ECF7044B;EYN - NOC Clientes Especiales;Saul Gomez Vargas;EYN - NOC Clientes Especiales;acr0484;Empresas ? Extranet;;Resolved Successfully;1/07/2022;2/07/2022;0,106388889;;;ESTRATEGICA;Medell¡n;rro0172_hac-med.sandiego-cp1_0/5/2:8;860032909;SM;40385;Empresas;CE;4;Incidente;0,106388889;Cumple;Prioridad 1;;;;NO;0;;NO;NO;Claro;IM1637355acr0484;acr0484incidentfailureConectividad LimitadaM7k - ENERGIA BATERIAS BAJA AUTONOMIA;Incidente;Cumple;CLUSTER A;CELULA 05;CE - CREDIBANCO;;0,416666667;1069713349;;;;;;;R2. NORTE;Mario Cifuentes;1er nivel;Empresas;EMP NOC REMOTO;probsol;NO AVAL;Externo;;No Tiene;;Puertos GPON
860032909-7;13302970;ASOCIACION GREMIAL DE INSTITUCIONES FINANCIERAS CREDIBANCO;IM1637355;Incident;1 - Critical;Closed;3 - Evento;RRO0172  + SW HAC-MED.SA?NDIEGO-CP1 + PUERTO  gpon-0/1/10:8  + CAÖDA TOTAL + MEDELLIN + A9KESPACIOSUR +  RRO0172 - MEDELLÖN EXTRANET VISIONAMOS;;incident;failure;Conectividad Limitada;M7k - ENERGIA BATERIAS BAJA AUTONOMIA;ECF7044B;;ECF7044B;EYN - NOC Clientes Especiales;ECF7044B;EYN - NOC Clientes Especiales;Saul Gomez Vargas;EYN - NOC Clientes Especiales;rro0475;Empresas ? Extranet;;Resolved Successfully;1/07/2022;2/07/2022;0,106388889;;;ESTRATEGICA;Medell¡n;rro0172_hac-med.sandiego-cp1_0/5/2:8;860032909;SM;40384;Empresas;CE;4;Incidente;0,106388889;Cumple;Prioridad 1;;;;NO;0;;NO;SI;Claro;IM1637355rro0475;rro0475incidentfailureConectividad LimitadaM7k - ENERGIA BATERIAS BAJA AUTONOMIA;Incidente;Cumple;CLUSTER A;CELULA 05;CE - CREDIBANCO;;0,416666667;1069713349;;;;;;;R2. NORTE;Mario Cifuentes;1er nivel;Empresas;EMP NOC REMOTO;probsol;NO AVAL;Externo;;No Tiene;;Puertos GPON
860032909-7;13302970;ASOCIACION GREMIAL DE INSTITUCIONES FINANCIERAS CREDIBANCO;IM1637355;Incident;1 - Critical;Closed;3 - Evento;RRO0172  + SW HAC-MED.SA?NDIEGO-CP1 + PUERTO  gpon-0/1/10:8  + CAÖDA TOTAL + MEDELLIN + A9KESPACIOSUR +  RRO0172 - MEDELLÖN EXTRANET VISIONAMOS;;incident;failure;Conectividad Limitada;M7k - ENERGIA BATERIAS BAJA AUTONOMIA;ECF7044B;;ECF7044B;EYN - NOC Clientes Especiales;ECF7044B;EYN - NOC Clientes Especiales;Saul Gomez Vargas;EYN - NOC Clientes Especiales;rrf0001;Empresas ? Extranet;;Resolved Successfully;1/07/2022;2/07/2022;0,106388889;;;ESTRATEGICA;Medell¡n;rro0172_hac-med.sandiego-cp1_0/5/2:8;860032909;SM;40383;Empresas;CE;4;Incidente;0,106388889;Cumple;Prioridad 1;;;;NO;0;;NO;NO;Claro;IM1637355rrf0001;rrf0001incidentfailureConectividad LimitadaM7k - ENERGIA BATERIAS BAJA AUTONOMIA;Incidente;Cumple;CLUSTER A;CELULA 05;CE - CREDIBANCO;;0,416666667;1069713349;;;;;;;R2. NORTE;Mario Cifuentes;1er nivel;Empresas;EMP NOC REMOTO;probsol;NO AVAL;Externo;;No Tiene;;Puertos GPON
